year,Difficulty_Improvement,Difficulty_Impossibility,Difficulty_Importance
1930.0,0.7954901456832886,0.9147757291793823,0.8494918346405029
1931.0,0.8117726445198059,0.94111567735672,0.8698704242706299
1932.0,0.7612472772598267,0.8999594449996948,0.8191142082214355
1933.0,0.7690855264663696,0.8956006765365601,0.8189703226089478
1934.0,0.7612202763557434,0.8949891328811646,0.7702950239181519
1935.0,0.77897047996521,0.9041239023208618,0.8079618811607361
1936.0,0.7760806083679199,0.8997191190719604,0.7936806678771973
1937.0,0.74101322889328,0.9056552648544312,0.8111422061920166
1938.0,0.7880991101264954,0.920423686504364,0.7943425178527832
1939.0,0.7862263321876526,0.9115340113639832,0.7695499658584595
1940.0,0.7816064357757568,0.9033353328704834,0.7740951180458069
1941.0,0.7911351323127747,0.8987441658973694,0.7935905456542969
1942.0,0.7879430055618286,0.8775616884231567,0.7943249940872192
1943.0,0.7896173000335693,0.9129956960678101,0.8007571697235107
1944.0,0.7827425003051758,0.905391275882721,0.8134354948997498
1945.0,0.7758370637893677,0.9035354852676392,0.802009105682373
1946.0,0.7633779048919678,0.8981925249099731,0.7667698860168457
1947.0,0.7691565752029419,0.8970433473587036,0.7756727933883667
1948.0,0.7872992753982544,0.8991407752037048,0.796771764755249
1949.0,0.7573883533477783,0.9075286388397217,0.7750763893127441
1950.0,0.7646055817604065,0.8869341611862183,0.7761630415916443
1951.0,0.7661465406417847,0.8962221145629883,0.8209890127182007
1952.0,0.7959960699081421,0.9206593036651611,0.830093502998352
1953.0,0.7549673318862915,0.9089155197143555,0.7990906834602356
1954.0,0.7239418625831604,0.8903313279151917,0.7689535021781921
1955.0,0.7530558109283447,0.8890559673309326,0.753250777721405
1956.0,0.7592288851737976,0.891323447227478,0.7781166434288025
1957.0,0.7389071583747864,0.9013153314590454,0.7524684071540833
1958.0,0.754895806312561,0.8858532905578613,0.7624714374542236
1959.0,0.7498986124992371,0.9016409516334534,0.7347898483276367
1960.0,0.7050279378890991,0.8887725472450256,0.7486339807510376
1961.0,0.7411825656890869,0.8936253190040588,0.7477388381958008
1962.0,0.7367933988571167,0.9000056982040405,0.7379981279373169
1963.0,0.7375704050064087,0.9032933712005615,0.734961986541748
1964.0,0.7642666697502136,0.9009280204772949,0.7481050491333008
1965.0,0.6874521970748901,0.8907814621925354,0.7410373687744141
1966.0,0.7022209763526917,0.8996530771255493,0.7421737909317017
1967.0,0.7159851789474487,0.8811261653900146,0.737318754196167
1968.0,0.7074182033538818,0.9030902981758118,0.733002781867981
1969.0,0.6911522746086121,0.8766403198242188,0.7366310358047485
1970.0,0.7070784568786621,0.8770265579223633,0.7508554458618164
1971.0,0.7151018381118774,0.873451828956604,0.745675802230835
1972.0,0.684948205947876,0.8907124400138855,0.7216496467590332
1973.0,0.6810575723648071,0.8986459374427795,0.7318881154060364
1974.0,0.7151995897293091,0.8744075298309326,0.7368379831314087
1975.0,0.6816006898880005,0.8830832242965698,0.7385634779930115
1976.0,0.6957697868347168,0.8930612802505493,0.7484530806541443
1977.0,0.6978864073753357,0.8760520219802856,0.7388955950737
1978.0,0.6915217041969299,0.8798545598983765,0.7350084781646729
1979.0,0.67759108543396,0.8663696646690369,0.7342733144760132
1980.0,0.7087364792823792,0.8906719088554382,0.7164952158927917
1981.0,0.7023575305938721,0.8789066076278687,0.7355567216873169
1982.0,0.7012287974357605,0.8878618478775024,0.7120368480682373
1983.0,0.684697687625885,0.8703378438949585,0.7080168724060059
1984.0,0.6925643682479858,0.892551600933075,0.6939229369163513
1985.0,0.7097241878509521,0.8679080009460449,0.7132208943367004
1986.0,0.6541150808334351,0.8720003366470337,0.7015457153320312
1987.0,0.6679365634918213,0.8782061338424683,0.7167510986328125
1988.0,0.6719927787780762,0.8689023852348328,0.7088860869407654
1989.0,0.6686720848083496,0.8869163393974304,0.7126802206039429
1990.0,0.6553480625152588,0.8682665824890137,0.7052339315414429
1991.0,0.6649938821792603,0.8554317951202393,0.6943213939666748
1992.0,0.6486911773681641,0.8895309567451477,0.7266193628311157
1993.0,0.6694133281707764,0.8826390504837036,0.7218012809753418
1994.0,0.6629170179367065,0.8834300637245178,0.7171782851219177
1995.0,0.6518542766571045,0.8914158344268799,0.6896914839744568
1996.0,0.6696304082870483,0.8769295811653137,0.7231994271278381
1997.0,0.6790246963500977,0.878345787525177,0.694747805595398
1998.0,0.740892767906189,0.9147484302520752,0.7761013507843018
1999.0,0.6374931335449219,0.851550281047821,0.6808847188949585
2000.0,0.6362475156784058,0.8653143644332886,0.6859662532806396
2001.0,0.6020280718803406,0.8429348468780518,0.6826307773590088
2002.0,0.645099401473999,0.8745154142379761,0.7086558938026428
2003.0,0.620670735836029,0.8559380173683167,0.6839957237243652
2004.0,0.6299738883972168,0.8732730150222778,0.6887587308883667
2005.0,0.6563197374343872,0.8788291811943054,0.6785392165184021
2006.0,0.6547508239746094,0.8776181936264038,0.662185788154602
2007.0,0.6377642154693604,0.8819695711135864,0.6844537258148193
2008.0,0.6161985397338867,0.8770054578781128,0.6971222162246704
2009.0,0.6264393925666809,0.8779934644699097,0.7012208104133606
2010.0,0.619102418422699,0.8678063750267029,0.694084644317627
