Year,Word,Frequency,Percentage
1874,constrain,16,0.0008843942010272238
1874,uniformity,23,0.0012713166639766343
1874,adhere,30,0.001658239126926045
1874,enforce,46,0.0025426333279532686
1874,proscribe,0,0.0
1874,abide,23,0.0012713166639766343
1874,dictate,15,0.0008291195634630225
1874,circumscribe,3,0.00016582391269260446
1874,impose,93,0.005140541293470739
1874,uphold,21,0.0011607673888482312
1874,discourage,35,0.001934612314747052
1874,compel,178,0.009838885486427865
1874,forbid,95,0.005251090568599142
1874,confine,83,0.004587794917828724
1874,govern,74,0.00409032317975091
1874,prohibit,16,0.0008843942010272238
1874,preclude,5,0.00027637318782100745
1874,allow,371,0.020506890536318753
1874,freedom,107,0.00591438621936956
1874,create,146,0.008070097084373418
1874,variability,8,0.0004421971005136119
1874,autonomy,0,0.0
1874,openness,3,0.00016582391269260446
1874,leeway,0,0.0
1874,flexibility,4,0.00022109855025680594
1874,broadmindedness,0,0.0
1874,transformatory,0,0.0
1874,customize,0,0.0
1874,subjectivities,0,0.0
1874,modify,44,0.0024320840528248657
1874,limitless,3,0.00016582391269260446
1874,empower,8,0.0004421971005136119
1874,adaptiveness,0,0.0
1874,pluralism,0,0.0
1874,personalize,0,0.0
1874,encourage,59,0.003261203616287888
1874,diverse,11,0.0006080210132062164
1875,urban,1,4.2959533837506427e-05
1875,choose,330,0.014176646166377118
1875,get,3257,0.13991920170875843
1875,feel,2186,0.09390954096878903
1875,individual,211,0.009064461639713856
1875,self,77,0.0033078841054879947
1875,unique,13,0.0005584739398875834
1875,child,2680,0.11513155068451722
1875,rural,16,0.0006873525414001028
1875,obliged,0,0.0
1875,give,3990,0.17140854001165062
1875,act,684,0.02938432114485439
1875,obedience,58,0.0024916529625753723
1875,authority,214,0.009193340241226373
1875,belong,298,0.012801941083576913
1875,pray,268,0.01151315506845172
1875,restrain,57,0.0024486934287378664
1875,prevent,278,0.011942750406826786
1875,comply,35,0.0015035836843127247
1875,constrain,23,0.0009880692782626478
1875,uniformity,8,0.0003436762707000514
1875,adhere,32,0.0013747050828002056
1875,enforce,43,0.001847259955012776
1875,proscribe,1,4.2959533837506427e-05
1875,abide,23,0.0009880692782626478
1875,dictate,50,0.002147976691875321
1875,circumscribe,4,0.0001718381353500257
1875,impose,90,0.0038663580453755777
1875,uphold,13,0.0005584739398875834
1875,discourage,68,0.0029212483009504364
1875,compel,213,0.00915038070738887
1875,forbid,113,0.004854427323638226
1875,confine,99,0.0042529938499131364
1875,govern,94,0.004038196180725604
1875,prohibit,17,0.0007303120752376091
1875,preclude,5,0.00021479766918753213
1875,allow,524,0.022510795730853364
1875,freedom,177,0.007603837489238637
1875,create,140,0.006014334737250899
1875,variability,1,4.2959533837506427e-05
1875,autonomy,0,0.0
1875,openness,2,8.591906767501285e-05
1875,leeway,0,0.0
1875,flexibility,1,4.2959533837506427e-05
1875,broadmindedness,0,0.0
1875,transformatory,0,0.0
1875,customize,0,0.0
1875,subjectivities,0,0.0
1875,modify,38,0.001632462285825244
1875,limitless,4,0.0001718381353500257
1875,empower,9,0.0003866358045375578
1875,adaptiveness,1,4.2959533837506427e-05
1875,pluralism,0,0.0
1875,personalize,0,0.0
1875,encourage,117,0.005026265458988251
1875,diverse,2,8.591906767501285e-05
1876,urban,16,0.0009040549122953729
1876,choose,272,0.015368933509021337
1876,get,1510,0.0853201823478758
1876,feel,1326,0.07492355085647902
1876,individual,272,0.015368933509021337
1876,self,65,0.0036727230811999523
1876,unique,11,0.0006215377522030688
1876,child,891,0.05034455792844858
1876,rural,46,0.0025991578728491965
1876,obliged,0,0.0
1876,give,2708,0.15301129390599186
1876,act,665,0.03757478229227643
1876,obedience,52,0.0029381784649599616
1876,authority,320,0.018081098245907458
1876,belong,232,0.013108796228282905
1876,pray,196,0.011074672675618317
1876,restrain,54,0.0030511853289968832
1876,prevent,220,0.012430755044061376
1876,comply,28,0.0015820960965169026
1876,constrain,14,0.0007910480482584513
1876,uniformity,12,0.0006780411842215296
1876,adhere,32,0.0018081098245907457
1876,enforce,62,0.00350321278514457
1876,proscribe,1,5.6503432018460805e-05
1876,abide,39,0.002203633848719971
1876,dictate,22,0.0012430755044061377
1876,circumscribe,5,0.00028251716009230403
1876,impose,101,0.005706846633864541
1876,uphold,20,0.0011300686403692161
1876,discourage,35,0.001977620120646128
1876,compel,147,0.008306004506713737
1876,forbid,98,0.005537336337809159
1876,confine,113,0.00638488781808607
1876,govern,95,0.005367826041753777
1876,prohibit,27,0.0015255926644984416
1876,preclude,5,0.00028251716009230403
1876,allow,322,0.01819410510994438
1876,freedom,135,0.007627963322492207
1876,create,202,0.011413693267729083
1876,variability,0,0.0
1876,autonomy,2,0.00011300686403692161
1876,openness,1,5.6503432018460805e-05
1876,leeway,0,0.0
1876,flexibility,5,0.00028251716009230403
1876,broadmindedness,0,0.0
1876,transformatory,0,0.0
1876,customize,0,0.0
1876,subjectivities,0,0.0
1876,modify,72,0.004068247105329178
1876,limitless,6,0.0003390205921107648
1876,empower,7,0.00039552402412922565
1876,adaptiveness,2,0.00011300686403692161
1876,pluralism,0,0.0
1876,personalize,0,0.0
1876,encourage,61,0.0034467093531261087
1876,diverse,8,0.00045202745614768644
1877,urban,2,0.0001490405144282396
1877,choose,197,0.0146804906711816
1877,get,1553,0.11572995945352804
1877,feel,1164,0.08674157939723545
1877,individual,157,0.011699680382616809
1877,self,50,0.0037260128607059903
1877,unique,6,0.0004471215432847188
1877,child,963,0.07176300769719736
1877,rural,17,0.0012668443726400367
1877,obliged,0,0.0
1877,give,2182,0.16260320124120942
1877,act,498,0.03711108809263166
1877,obedience,31,0.0023101279736377138
1877,authority,259,0.01930074661845703
1877,belong,147,0.010954477810475611
1877,pray,127,0.009464072666193216
1877,restrain,43,0.0032043710602071515
1877,prevent,200,0.014904051442823961
1877,comply,16,0.001192324115425917
1877,constrain,21,0.0015649254014965157
1877,uniformity,3,0.0002235607716423594
1877,adhere,20,0.0014904051442823961
1877,enforce,47,0.0035024520890636303
1877,proscribe,1,7.45202572141198e-05
1877,abide,15,0.0011178038582117969
1877,dictate,25,0.0018630064303529952
1877,circumscribe,2,0.0001490405144282396
1877,impose,65,0.004843816718917787
1877,uphold,15,0.0011178038582117969
1877,discourage,35,0.002608209002494193
1877,compel,123,0.009165991637336736
1877,forbid,55,0.004098614146776589
1877,confine,67,0.004992857233346026
1877,govern,78,0.0058125800627013445
1877,prohibit,20,0.0014904051442823961
1877,preclude,7,0.0005216418004988386
1877,allow,234,0.017437740188104033
1877,freedom,97,0.00722846494976962
1877,create,146,0.010879957553261491
1877,variability,0,0.0
1877,autonomy,1,7.45202572141198e-05
1877,openness,2,0.0001490405144282396
1877,leeway,2,0.0001490405144282396
1877,flexibility,0,0.0
1877,broadmindedness,0,0.0
1877,transformatory,0,0.0
1877,customize,0,0.0
1877,subjectivities,0,0.0
1877,modify,40,0.0029808102885647923
1877,limitless,0,0.0
1877,empower,2,0.0001490405144282396
1877,adaptiveness,0,0.0
1877,pluralism,0,0.0
1877,personalize,0,0.0
1877,encourage,79,0.005887100319915465
1877,diverse,8,0.0005961620577129585
1878,urban,1,0.00010840789990048155
1878,choose,162,0.01756207978387801
1878,get,767,0.08314885922366935
1878,feel,651,0.07057354283521348
1878,individual,171,0.018537750882982342
1878,self,29,0.003143829097113965
1878,unique,8,0.0008672631992038524
1878,child,454,0.04921718655481862
1878,rural,8,0.0008672631992038524
1878,obliged,0,0.0
1878,give,1503,0.16293707355042375
1878,act,476,0.05160216035262922
1878,obedience,27,0.002927013297313002
1878,authority,199,0.021573172080195827
1878,belong,130,0.0140930269870626
1878,pray,51,0.005528802894924559
1878,restrain,44,0.004769947595621188
1878,prevent,157,0.017020040284375603
1878,comply,20,0.002168157998009631
1878,constrain,5,0.0005420394995024078
1878,uniformity,5,0.0005420394995024078
1878,adhere,12,0.0013008947988057786
1878,enforce,53,0.005745618694725522
1878,proscribe,6,0.0006504473994028893
1878,abide,7,0.0007588552993033708
1878,dictate,17,0.0018429342983081864
1878,circumscribe,3,0.00032522369970144465
1878,impose,72,0.007805368792834671
1878,uphold,16,0.0017345263984077047
1878,discourage,30,0.003252236997014446
1878,compel,109,0.011816461089152488
1878,forbid,42,0.004553131795820225
1878,confine,59,0.006396066094128411
1878,govern,87,0.009431487291341896
1878,prohibit,20,0.002168157998009631
1878,preclude,9,0.0009756710991043339
1878,allow,213,0.02309088267880257
1878,freedom,98,0.010623974190247193
1878,create,117,0.012683724288356343
1878,variability,5,0.0005420394995024078
1878,autonomy,3,0.00032522369970144465
1878,openness,0,0.0
1878,leeway,0,0.0
1878,flexibility,1,0.00010840789990048155
1878,broadmindedness,0,0.0
1878,transformatory,0,0.0
1878,customize,0,0.0
1878,subjectivities,0,0.0
1878,modify,24,0.002601789597611557
1878,limitless,0,0.0
1878,empower,5,0.0005420394995024078
1878,adaptiveness,0,0.0
1878,pluralism,0,0.0
1878,personalize,0,0.0
1878,encourage,45,0.00487835549552167
1878,diverse,4,0.0004336315996019262
1879,urban,0,0.0
1879,choose,199,0.013318341832978624
1879,get,2132,0.1426869587332182
1879,feel,1076,0.07201274277530151
1879,individual,255,0.017066216921656024
1879,self,50,0.003346317043461966
1879,unique,14,0.0009369687721693505
1879,child,724,0.04845467078932926
1879,rural,46,0.0030786116799850086
1879,obliged,0,0.0
1879,give,2424,0.1622294502670361
1879,act,846,0.05661968437537646
1879,obedience,25,0.001673158521730983
1879,authority,276,0.01847167007991005
1879,belong,232,0.01552691108166352
1879,pray,152,0.010172803812124376
1879,restrain,55,0.0036809487478081625
1879,prevent,207,0.01385375255993254
1879,comply,23,0.0015393058399925043
1879,constrain,14,0.0009369687721693505
1879,uniformity,9,0.0006023370678231539
1879,adhere,27,0.0018070112034694616
1879,enforce,66,0.004417138497369795
1879,proscribe,3,0.00020077902260771794
1879,abide,11,0.0007361897495616324
1879,dictate,32,0.002141642907815658
1879,circumscribe,3,0.00020077902260771794
1879,impose,95,0.006358002382577736
1879,uphold,24,0.0016062321808617435
1879,discourage,37,0.0024762746121618547
1879,compel,155,0.010373582834732093
1879,forbid,78,0.005220254587800667
1879,confine,103,0.006893413109531649
1879,govern,90,0.006023370678231539
1879,prohibit,27,0.0018070112034694616
1879,preclude,7,0.00046848438608467527
1879,allow,403,0.026971315370303443
1879,freedom,176,0.011779035992986119
1879,create,133,0.008901203335608829
1879,variability,5,0.00033463170434619655
1879,autonomy,1,6.692634086923932e-05
1879,openness,1,6.692634086923932e-05
1879,leeway,0,0.0
1879,flexibility,5,0.00033463170434619655
1879,broadmindedness,0,0.0
1879,transformatory,0,0.0
1879,customize,0,0.0
1879,subjectivities,0,0.0
1879,modify,43,0.0028778326573772905
1879,limitless,5,0.00033463170434619655
1879,empower,6,0.0004015580452154359
1879,adaptiveness,0,0.0
1879,pluralism,0,0.0
1879,personalize,0,0.0
1879,encourage,65,0.004350212156500556
1879,diverse,10,0.0006692634086923931
1880,urban,1,5.469816186827041e-05
1880,choose,307,0.016792335693559018
1880,get,2405,0.13154907929319037
1880,feel,1560,0.08532913251450185
1880,individual,192,0.010502047078707919
1880,self,63,0.003445984197701036
1880,unique,18,0.0009845669136288675
1880,child,897,0.049064251195838564
1880,rural,32,0.0017503411797846532
1880,obliged,0,0.0
1880,give,3073,0.168087451421195
1880,act,634,0.034678634624483444
1880,obedience,52,0.0028443044171500616
1880,authority,300,0.016409448560481127
1880,belong,203,0.011103726859258894
1880,pray,135,0.007384251852216507
1880,restrain,51,0.002789606255281791
1880,prevent,289,0.015807768779930148
1880,comply,31,0.0016956430179163832
1880,constrain,17,0.0009298687517605972
1880,uniformity,11,0.0006016797805509746
1880,adhere,23,0.0012580577229702196
1880,enforce,60,0.003281889712096225
1880,proscribe,1,5.469816186827041e-05
1880,abide,16,0.0008751705898923266
1880,dictate,30,0.0016409448560481125
1880,circumscribe,2,0.00010939632373654082
1880,impose,100,0.005469816186827042
1880,uphold,21,0.0011486613992336787
1880,discourage,53,0.0028990025790183323
1880,compel,158,0.008642309575186725
1880,forbid,67,0.003664776845174118
1880,confine,84,0.004594645596934715
1880,govern,77,0.004211758463856822
1880,prohibit,20,0.0010939632373654085
1880,preclude,11,0.0006016797805509746
1880,allow,444,0.024285983869512064
1880,freedom,161,0.008806404060791537
1880,create,120,0.00656377942419245
1880,variability,0,0.0
1880,autonomy,9,0.0004922834568144338
1880,openness,1,5.469816186827041e-05
1880,leeway,0,0.0
1880,flexibility,0,0.0
1880,broadmindedness,0,0.0
1880,transformatory,0,0.0
1880,customize,0,0.0
1880,subjectivities,0,0.0
1880,modify,32,0.0017503411797846532
1880,limitless,4,0.00021879264747308165
1880,empower,7,0.0003828871330778929
1880,adaptiveness,0,0.0
1880,pluralism,0,0.0
1880,personalize,0,0.0
1880,encourage,96,0.0052510235393539596
1880,diverse,5,0.0002734908093413521
1881,urban,2,0.00016475346703077182
1881,choose,222,0.018287634840415675
1881,get,1999,0.16467109029725643
1881,feel,803,0.06614851701285489
1881,individual,239,0.019688039310177232
1881,self,51,0.004201213409284681
1881,unique,13,0.0010708975357000168
1881,child,832,0.06853744228480108
1881,rural,19,0.0015651579367923323
1881,obliged,0,0.0
1881,give,1861,0.15330310107213319
1881,act,822,0.06771367494964722
1881,obedience,19,0.0015651579367923323
1881,authority,256,0.021088443779938792
1881,belong,184,0.015157318966831009
1881,pray,95,0.007825789683961661
1881,restrain,39,0.003212692607100051
1881,prevent,174,0.014333551631677148
1881,comply,9,0.0007413906016384733
1881,constrain,11,0.000906144068669245
1881,uniformity,7,0.0005766371346077015
1881,adhere,19,0.0015651579367923323
1881,enforce,83,0.00683726888177703
1881,proscribe,1,8.237673351538591e-05
1881,abide,14,0.001153274269215403
1881,dictate,25,0.0020594183378846477
1881,circumscribe,1,8.237673351538591e-05
1881,impose,67,0.005519241145530856
1881,uphold,23,0.001894664870853876
1881,discourage,27,0.0022241718049154195
1881,compel,129,0.010626598623484782
1881,forbid,57,0.004695473810376997
1881,confine,93,0.00766103621693089
1881,govern,67,0.005519241145530856
1881,prohibit,25,0.0020594183378846477
1881,preclude,9,0.0007413906016384733
1881,allow,242,0.01993516951072339
1881,freedom,122,0.01004996148887708
1881,create,143,0.011779872892700187
1881,variability,0,0.0
1881,autonomy,6,0.0004942604010923154
1881,openness,0,0.0
1881,leeway,0,0.0
1881,flexibility,1,8.237673351538591e-05
1881,broadmindedness,0,0.0
1881,transformatory,0,0.0
1881,customize,0,0.0
1881,subjectivities,0,0.0
1881,modify,39,0.003212692607100051
1881,limitless,5,0.0004118836675769296
1881,empower,5,0.0004118836675769296
1881,adaptiveness,0,0.0
1881,pluralism,0,0.0
1881,personalize,0,0.0
1881,encourage,48,0.003954083208738524
1881,diverse,10,0.0008237673351538592
1882,urban,0,0.0
1882,choose,211,0.013251646250129532
1882,get,1864,0.11706667587792155
1882,feel,1214,0.0762440689462429
1882,individual,176,0.011053505876885299
1882,self,50,0.0031402005332060506
1882,unique,7,0.000439628074648847
1882,child,1034,0.06493934702670112
1882,rural,20,0.0012560802132824203
1882,obliged,0,0.0
1882,give,2409,0.15129486168986753
1882,act,533,0.0334745376839765
1882,obedience,40,0.0025121604265648406
1882,authority,234,0.014696138495404317
1882,belong,274,0.017208298921969158
1882,pray,159,0.00998583769559524
1882,restrain,37,0.002323748394572477
1882,prevent,180,0.011304721919541781
1882,comply,15,0.0009420601599618153
1882,constrain,10,0.0006280401066412101
1882,uniformity,21,0.0013188842239465412
1882,adhere,22,0.0013816882346106623
1882,enforce,62,0.0038938486611755025
1882,proscribe,1,6.280401066412101e-05
1882,abide,19,0.0011932762026182994
1882,dictate,16,0.0010048641706259362
1882,circumscribe,3,0.00018841203199236305
1882,impose,76,0.0047731048104731975
1882,uphold,22,0.0013816882346106623
1882,discourage,29,0.0018213163092595094
1882,compel,149,0.00935779758895403
1882,forbid,67,0.004207868714496107
1882,confine,69,0.0043334767358243495
1882,govern,85,0.005338340906450286
1882,prohibit,25,0.0015701002666030253
1882,preclude,8,0.0005024320853129681
1882,allow,344,0.02160457966845763
1882,freedom,136,0.008541345450320459
1882,create,171,0.010739485823564694
1882,variability,0,0.0
1882,autonomy,2,0.00012560802132824202
1882,openness,0,0.0
1882,leeway,0,0.0
1882,flexibility,3,0.00018841203199236305
1882,broadmindedness,0,0.0
1882,transformatory,0,0.0
1882,customize,0,0.0
1882,subjectivities,0,0.0
1882,modify,47,0.002951788501213687
1882,limitless,4,0.00025121604265648405
1882,empower,3,0.00018841203199236305
1882,adaptiveness,0,0.0
1882,pluralism,0,0.0
1882,personalize,0,0.0
1882,encourage,76,0.0047731048104731975
1882,diverse,17,0.0010676681812900573
1883,urban,2,0.00011829083932082132
1883,choose,262,0.015496099951027591
1883,get,2869,0.16968820900571818
1883,feel,1510,0.0893095836872201
1883,individual,175,0.010350448440571865
1883,self,53,0.003134707242001765
1883,unique,15,0.00088718129490616
1883,child,1244,0.07357690205755085
1883,rural,16,0.0009463267145665706
1883,obliged,0,0.0
1883,give,2741,0.16211759528918562
1883,act,559,0.03306228959016956
1883,obedience,51,0.0030164164026809438
1883,authority,173,0.010232157601251044
1883,belong,271,0.01602840872797129
1883,pray,234,0.013840028200536094
1883,restrain,36,0.002129235107774784
1883,prevent,176,0.010409593860232276
1883,comply,25,0.0014786354915102666
1883,constrain,13,0.0007688904555853386
1883,uniformity,1,5.914541966041066e-05
1883,adhere,17,0.0010054721342269812
1883,enforce,38,0.0022475259470956053
1883,proscribe,1,5.914541966041066e-05
1883,abide,37,0.0021883805274351947
1883,dictate,18,0.001064617553887392
1883,circumscribe,4,0.00023658167864164264
1883,impose,72,0.004258470215549568
1883,uphold,15,0.00088718129490616
1883,discourage,31,0.0018335080094727305
1883,compel,135,0.007984631654155439
1883,forbid,83,0.004909069831814085
1883,confine,83,0.004909069831814085
1883,govern,78,0.004613342733512031
1883,prohibit,18,0.001064617553887392
1883,preclude,6,0.00035487251796246394
1883,allow,342,0.020227733523860446
1883,freedom,111,0.006565141582305584
1883,create,160,0.009463267145665704
1883,variability,2,0.00011829083932082132
1883,autonomy,3,0.00017743625898123197
1883,openness,1,5.914541966041066e-05
1883,leeway,0,0.0
1883,flexibility,1,5.914541966041066e-05
1883,broadmindedness,0,0.0
1883,transformatory,0,0.0
1883,customize,0,0.0
1883,subjectivities,0,0.0
1883,modify,39,0.0023066713667560155
1883,limitless,0,0.0
1883,empower,6,0.00035487251796246394
1883,adaptiveness,1,5.914541966041066e-05
1883,pluralism,0,0.0
1883,personalize,0,0.0
1883,encourage,64,0.0037853068582662823
1883,diverse,9,0.000532308776943696
1884,urban,0,0.0
1884,choose,322,0.016813058629537306
1884,get,2208,0.11528954488825582
1884,feel,1587,0.08286436038843387
1884,individual,238,0.012427043334875402
1884,self,165,0.00861538718594303
1884,unique,23,0.0012009327592526647
1884,child,1255,0.06552915708096062
1884,rural,25,0.001305361694839853
1884,obliged,0,0.0
1884,give,3043,0.1588886254959069
1884,act,612,0.0319552542896796
1884,obedience,43,0.002245222115124547
1884,authority,260,0.01357576162633447
1884,belong,280,0.014620050982206353
1884,pray,170,0.008876459524911
1884,restrain,51,0.0026629378574733005
1884,prevent,224,0.011696040785765083
1884,comply,39,0.0020363642439501705
1884,constrain,16,0.000835431484697506
1884,uniformity,15,0.0007832170169039119
1884,adhere,17,0.0008876459524910999
1884,enforce,73,0.003811656148932371
1884,proscribe,1,5.221446779359412e-05
1884,abide,27,0.0014097906304270413
1884,dictate,22,0.0011487182914590706
1884,circumscribe,4,0.0002088578711743765
1884,impose,84,0.004386015294661906
1884,uphold,17,0.0008876459524910999
1884,discourage,53,0.002767366793060488
1884,compel,159,0.008302100379181465
1884,forbid,116,0.006056878264056918
1884,confine,85,0.0044382297624555
1884,govern,67,0.003498369342170806
1884,prohibit,29,0.0015142195660142294
1884,preclude,3,0.00015664340338078237
1884,allow,434,0.022661079022419848
1884,freedom,136,0.0071011676199287995
1884,create,129,0.0067356663453736415
1884,variability,0,0.0
1884,autonomy,1,5.221446779359412e-05
1884,openness,4,0.0002088578711743765
1884,leeway,0,0.0
1884,flexibility,3,0.00015664340338078237
1884,broadmindedness,0,0.0
1884,transformatory,0,0.0
1884,customize,0,0.0
1884,subjectivities,0,0.0
1884,modify,51,0.0026629378574733005
1884,limitless,5,0.0002610723389679706
1884,empower,15,0.0007832170169039119
1884,adaptiveness,0,0.0
1884,pluralism,0,0.0
1884,personalize,0,0.0
1884,encourage,61,0.0031850825354092414
1884,diverse,6,0.00031328680676156475
1885,urban,1,6.082543768464322e-05
1885,choose,243,0.014780581357368303
1885,get,2575,0.1566255020379563
1885,feel,1856,0.11289201234269781
1885,individual,236,0.0143548032935758
1885,self,64,0.0038928280118171663
1885,unique,11,0.0006690798145310755
1885,child,1833,0.11149302727595102
1885,rural,35,0.0021288903189625127
1885,obliged,0,0.0
1885,give,2692,0.16374207824705952
1885,act,677,0.04117882131250346
1885,obedience,45,0.0027371446958089447
1885,authority,209,0.012712516476090431
1885,belong,249,0.01514553398347616
1885,pray,137,0.008333084962796122
1885,restrain,62,0.003771177136447879
1885,prevent,187,0.011374356847028283
1885,comply,30,0.0018247631305392965
1885,constrain,18,0.001094857878323578
1885,uniformity,12,0.0007299052522157186
1885,adhere,11,0.0006690798145310755
1885,enforce,62,0.003771177136447879
1885,proscribe,0,0.0
1885,abide,15,0.0009123815652696482
1885,dictate,21,0.0012773341913775076
1885,circumscribe,1,6.082543768464322e-05
1885,impose,73,0.004440256950978955
1885,uphold,14,0.000851556127585005
1885,discourage,42,0.002554668382755015
1885,compel,130,0.00790730689900362
1885,forbid,61,0.0037103516987632363
1885,confine,71,0.004318606075609669
1885,govern,77,0.004683558701717528
1885,prohibit,14,0.000851556127585005
1885,preclude,8,0.0004866035014771458
1885,allow,314,0.019099187432977973
1885,freedom,167,0.010157848093335416
1885,create,129,0.007846481461318975
1885,variability,0,0.0
1885,autonomy,3,0.00018247631305392964
1885,openness,0,0.0
1885,leeway,0,0.0
1885,flexibility,3,0.00018247631305392964
1885,broadmindedness,0,0.0
1885,transformatory,0,0.0
1885,customize,0,0.0
1885,subjectivities,0,0.0
1885,modify,30,0.0018247631305392965
1885,limitless,3,0.00018247631305392964
1885,empower,4,0.0002433017507385729
1885,adaptiveness,0,0.0
1885,pluralism,0,0.0
1885,personalize,0,0.0
1885,encourage,80,0.004866035014771457
1885,diverse,5,0.00030412718842321606
1886,urban,3,0.0001525449066781109
1886,choose,299,0.015203642365585055
1886,get,2488,0.12651057593838
1886,feel,2313,0.11761212304882353
1886,individual,164,0.008339121565070063
1886,self,89,0.004525498898117291
1886,unique,29,0.0014746007645550722
1886,child,1257,0.06391631589812848
1886,rural,45,0.002288173600171664
1886,obliged,0,0.0
1886,give,3268,0.16617225167468883
1886,act,757,0.038492164785109986
1886,obedience,41,0.002084780391267516
1886,authority,184,0.009356087609590804
1886,belong,279,0.014186676321064316
1886,pray,210,0.010678143467467765
1886,restrain,70,0.0035593811558225883
1886,prevent,179,0.009101846098460618
1886,comply,19,0.0009661177422947025
1886,constrain,20,0.0010169660445207395
1886,uniformity,18,0.0009152694400686656
1886,adhere,15,0.0007627245333905546
1886,enforce,81,0.004118712480308995
1886,proscribe,3,0.0001525449066781109
1886,abide,34,0.0017288422756852571
1886,dictate,23,0.0011695109511988505
1886,circumscribe,1,5.084830222603698e-05
1886,impose,90,0.004576347200343328
1886,uphold,23,0.0011695109511988505
1886,discourage,36,0.0018305388801373311
1886,compel,151,0.007678093636131583
1886,forbid,67,0.003406836249144477
1886,confine,78,0.003966167573630884
1886,govern,72,0.0036610777602746622
1886,prohibit,26,0.0013220558578769615
1886,preclude,8,0.00040678641780829585
1886,allow,375,0.019068113334763864
1886,freedom,128,0.0065085826849327335
1886,create,108,0.005491616640411994
1886,variability,0,0.0
1886,autonomy,2,0.00010169660445207396
1886,openness,3,0.0001525449066781109
1886,leeway,0,0.0
1886,flexibility,1,5.084830222603698e-05
1886,broadmindedness,0,0.0
1886,transformatory,0,0.0
1886,customize,0,0.0
1886,subjectivities,0,0.0
1886,modify,25,0.0012712075556509243
1886,limitless,6,0.0003050898133562218
1886,empower,5,0.0002542415111301849
1886,adaptiveness,3,0.0001525449066781109
1886,pluralism,0,0.0
1886,personalize,0,0.0
1886,encourage,87,0.004423802293665217
1886,diverse,9,0.0004576347200343328
1887,urban,8,0.0004064778340015659
1887,choose,348,0.017681785779068118
1887,get,2329,0.11833585942370589
1887,feel,1441,0.07321681984953207
1887,individual,303,0.01539534796280931
1887,self,62,0.003150203213512136
1887,unique,23,0.001168623772754502
1887,child,1309,0.06650993558850622
1887,rural,23,0.001168623772754502
1887,obliged,0,0.0
1887,give,3279,0.16660510221139185
1887,act,654,0.03322956292962802
1887,obedience,68,0.003455061589013311
1887,authority,362,0.01839312198857086
1887,belong,410,0.020831988992580257
1887,pray,251,0.012753242041799133
1887,restrain,63,0.003201012942762332
1887,prevent,275,0.01397267554380383
1887,comply,24,0.0012194335020046978
1887,constrain,30,0.0015242918775058723
1887,uniformity,14,0.0007113362095027404
1887,adhere,36,0.0018291502530070468
